Results
Epoch [1/100], Iteration [200/1952], Loss: 2.5614, Accuracy: 5.0
Epoch [6/100], Iteration [1200/1952], Loss: 0.3610, Accuracy: 15.0
Epoch [6/100], Iteration [1400/1952], Loss: 0.4769, Accuracy: 15.0
Epoch [6/100], Iteration [1600/1952], Loss: 0.7401, Accuracy: 13.0
Epoch [6/100], Iteration [1800/1952], Loss: 0.3563, Accuracy: 13.0
###### Epoch [6/100], Training Loss: 0.4851, Training accuracy: 88.01, Validation Loss: 0.7401, Validation accuracy: 81.65 ######

Epoch [7/100], Iteration [200/1952], Loss: 0.4567, Accuracy: 15.0
Epoch [7/100], Iteration [400/1952], Loss: 0.4362, Accuracy: 14.0
Epoch [7/100], Iteration [600/1952], Loss: 0.3435, Accuracy: 15.0
Epoch [7/100], Iteration [800/1952], Loss: 0.4034, Accuracy: 14.0
Epoch [7/100], Iteration [1000/1952], Loss: 0.2189, Accuracy: 15.0
Epoch [7/100], Iteration [1200/1952], Loss: 0.8305, Accuracy: 11.0
Epoch [7/100], Iteration [1400/1952], Loss: 0.5861, Accuracy: 13.0
Epoch [7/100], Iteration [1600/1952], Loss: 0.9114, Accuracy: 12.0
Epoch [7/100], Iteration [1800/1952], Loss: 0.3006, Accuracy: 15.0
###### Epoch [7/100], Training Loss: 0.4519, Training accuracy: 88.85, Validation Loss: 0.7116, Validation accuracy: 82.54 ######

Epoch [8/100], Iteration [200/1952], Loss: 0.1344, Accuracy: 16.0
Epoch [8/100], Iteration [400/1952], Loss: 0.2865, Accuracy: 14.0
Epoch [8/100], Iteration [600/1952], Loss: 0.1107, Accuracy: 16.0
Epoch [8/100], Iteration [800/1952], Loss: 0.6522, Accuracy: 12.0
Epoch [8/100], Iteration [1000/1952], Loss: 0.7246, Accuracy: 13.0
Epoch [8/100], Iteration [1200/1952], Loss: 0.3816, Accuracy: 14.0
Epoch [8/100], Iteration [1400/1952], Loss: 0.3446, Accuracy: 15.0
Epoch [8/100], Iteration [1600/1952], Loss: 0.5912, Accuracy: 14.0
Epoch [8/100], Iteration [1800/1952], Loss: 0.4333, Accuracy: 16.0
###### Epoch [8/100], Training Loss: 0.4270, Training accuracy: 89.58, Validation Loss: 0.6943, Validation accuracy: 82.98 ######

Epoch [9/100], Iteration [200/1952], Loss: 0.7106, Accuracy: 13.0
Epoch [9/100], Iteration [400/1952], Loss: 0.0291, Accuracy: 16.0
Epoch [9/100], Iteration [600/1952], Loss: 0.2143, Accuracy: 16.0
Epoch [9/100], Iteration [800/1952], Loss: 0.5234, Accuracy: 14.0
Epoch [9/100], Iteration [1000/1952], Loss: 0.3769, Accuracy: 15.0
Epoch [9/100], Iteration [1200/1952], Loss: 0.5128, Accuracy: 15.0
Epoch [9/100], Iteration [1400/1952], Loss: 0.3752, Accuracy: 14.0
Epoch [9/100], Iteration [1600/1952], Loss: 0.3741, Accuracy: 16.0
Epoch [9/100], Iteration [1800/1952], Loss: 0.4623, Accuracy: 14.0
###### Epoch [9/100], Training Loss: 0.4070, Training accuracy: 90.21, Validation Loss: 0.6860, Validation accuracy: 83.33 ######

Epoch [10/100], Iteration [200/1952], Loss: 0.2737, Accuracy: 16.0
Epoch [10/100], Iteration [400/1952], Loss: 0.3013, Accuracy: 15.0
Epoch [10/100], Iteration [600/1952], Loss: 0.3663, Accuracy: 15.0
Epoch [10/100], Iteration [800/1952], Loss: 0.1394, Accuracy: 16.0
Epoch [10/100], Iteration [1000/1952], Loss: 0.2082, Accuracy: 16.0
Epoch [10/100], Iteration [1200/1952], Loss: 0.2712, Accuracy: 16.0
Epoch [10/100], Iteration [1400/1952], Loss: 0.6614, Accuracy: 13.0
Epoch [10/100], Iteration [1600/1952], Loss: 0.4640, Accuracy: 14.0
Epoch [10/100], Iteration [1800/1952], Loss: 0.2022, Accuracy: 16.0
###### Epoch [10/100], Training Loss: 0.3916, Training accuracy: 90.77, Validation Loss: 0.6629, Validation accuracy: 84.06 ######

Epoch [11/100], Iteration [200/1952], Loss: 0.2950, Accuracy: 15.0
Epoch [11/100], Iteration [400/1952], Loss: 0.1431, Accuracy: 15.0
Epoch [11/100], Iteration [600/1952], Loss: 0.4902, Accuracy: 14.0
Epoch [11/100], Iteration [800/1952], Loss: 0.6364, Accuracy: 14.0
Epoch [11/100], Iteration [1000/1952], Loss: 0.1735, Accuracy: 15.0
Epoch [11/100], Iteration [1200/1952], Loss: 0.2122, Accuracy: 16.0
Epoch [11/100], Iteration [1400/1952], Loss: 1.0570, Accuracy: 11.0
Epoch [11/100], Iteration [1600/1952], Loss: 0.6075, Accuracy: 13.0
Epoch [11/100], Iteration [1800/1952], Loss: 0.1323, Accuracy: 16.0
###### Epoch [11/100], Training Loss: 0.3785, Training accuracy: 91.02, Validation Loss: 0.6561, Validation accuracy: 84.11 ######

Epoch [12/100], Iteration [200/1952], Loss: 0.3869, Accuracy: 16.0
Epoch [12/100], Iteration [400/1952], Loss: 0.6997, Accuracy: 14.0
Epoch [12/100], Iteration [600/1952], Loss: 0.2188, Accuracy: 15.0
Epoch [12/100], Iteration [800/1952], Loss: 0.1392, Accuracy: 16.0
Epoch [12/100], Iteration [1000/1952], Loss: 0.4684, Accuracy: 14.0
Epoch [12/100], Iteration [1200/1952], Loss: 0.1716, Accuracy: 16.0
Epoch [12/100], Iteration [1400/1952], Loss: 0.1657, Accuracy: 16.0
Epoch [12/100], Iteration [1600/1952], Loss: 0.4230, Accuracy: 15.0
Epoch [12/100], Iteration [1800/1952], Loss: 0.2664, Accuracy: 14.0
###### Epoch [12/100], Training Loss: 0.3658, Training accuracy: 91.45, Validation Loss: 0.6498, Validation accuracy: 84.36 ######

Epoch [13/100], Iteration [200/1952], Loss: 0.2921, Accuracy: 15.0
Epoch [13/100], Iteration [400/1952], Loss: 0.3359, Accuracy: 13.0
Epoch [13/100], Iteration [600/1952], Loss: 0.2692, Accuracy: 15.0
Epoch [13/100], Iteration [800/1952], Loss: 0.3000, Accuracy: 15.0
Epoch [13/100], Iteration [1000/1952], Loss: 0.4212, Accuracy: 14.0
Epoch [13/100], Iteration [1200/1952], Loss: 0.5714, Accuracy: 13.0
Epoch [13/100], Iteration [1400/1952], Loss: 0.2845, Accuracy: 15.0
Epoch [13/100], Iteration [1600/1952], Loss: 0.4173, Accuracy: 15.0
Epoch [13/100], Iteration [1800/1952], Loss: 0.2067, Accuracy: 15.0
###### Epoch [13/100], Training Loss: 0.3579, Training accuracy: 91.75, Validation Loss: 0.6402, Validation accuracy: 85.34 ######

Epoch [14/100], Iteration [200/1952], Loss: 0.3356, Accuracy: 15.0
Epoch [14/100], Iteration [400/1952], Loss: 0.3940, Accuracy: 15.0
Epoch [14/100], Iteration [600/1952], Loss: 0.1326, Accuracy: 16.0
Epoch [14/100], Iteration [800/1952], Loss: 0.2134, Accuracy: 16.0
Epoch [14/100], Iteration [1000/1952], Loss: 0.7423, Accuracy: 12.0
Epoch [14/100], Iteration [1200/1952], Loss: 0.9262, Accuracy: 12.0
Epoch [14/100], Iteration [1400/1952], Loss: 0.2145, Accuracy: 16.0
Epoch [14/100], Iteration [1600/1952], Loss: 0.1632, Accuracy: 15.0
Epoch [14/100], Iteration [1800/1952], Loss: 0.3088, Accuracy: 15.0
###### Epoch [14/100], Training Loss: 0.3494, Training accuracy: 92.0, Validation Loss: 0.6395, Validation accuracy: 85.19 ######

Epoch [15/100], Iteration [200/1952], Loss: 0.2629, Accuracy: 16.0
Epoch [15/100], Iteration [400/1952], Loss: 0.1601, Accuracy: 16.0
Epoch [15/100], Iteration [600/1952], Loss: 0.4582, Accuracy: 14.0
Epoch [15/100], Iteration [800/1952], Loss: 0.4393, Accuracy: 15.0
Epoch [15/100], Iteration [1000/1952], Loss: 0.5186, Accuracy: 13.0
Epoch [15/100], Iteration [1200/1952], Loss: 0.2794, Accuracy: 15.0
Epoch [15/100], Iteration [1400/1952], Loss: 0.1326, Accuracy: 16.0
Epoch [15/100], Iteration [1600/1952], Loss: 0.1963, Accuracy: 16.0
Epoch [15/100], Iteration [1800/1952], Loss: 0.2759, Accuracy: 14.0
###### Epoch [15/100], Training Loss: 0.3428, Training accuracy: 92.12, Validation Loss: 0.6320, Validation accuracy: 85.49 ######

Epoch [16/100], Iteration [200/1952], Loss: 0.2642, Accuracy: 16.0
Epoch [16/100], Iteration [400/1952], Loss: 0.4197, Accuracy: 14.0
Epoch [16/100], Iteration [600/1952], Loss: 0.3214, Accuracy: 15.0
Epoch [16/100], Iteration [800/1952], Loss: 0.1473, Accuracy: 16.0
Epoch [16/100], Iteration [1000/1952], Loss: 0.1814, Accuracy: 16.0
Epoch [16/100], Iteration [1200/1952], Loss: 0.3791, Accuracy: 15.0
Epoch [16/100], Iteration [1400/1952], Loss: 0.3389, Accuracy: 16.0
Epoch [16/100], Iteration [1600/1952], Loss: 0.2901, Accuracy: 15.0
Epoch [16/100], Iteration [1800/1952], Loss: 0.5290, Accuracy: 13.0
###### Epoch [16/100], Training Loss: 0.3361, Training accuracy: 92.43, Validation Loss: 0.6275, Validation accuracy: 84.51 ######

Epoch [17/100], Iteration [200/1952], Loss: 0.3796, Accuracy: 15.0
Epoch [17/100], Iteration [400/1952], Loss: 0.2751, Accuracy: 15.0
Epoch [17/100], Iteration [600/1952], Loss: 0.1665, Accuracy: 16.0
Epoch [17/100], Iteration [800/1952], Loss: 0.7740, Accuracy: 14.0
Epoch [17/100], Iteration [1000/1952], Loss: 0.5024, Accuracy: 14.0
Epoch [17/100], Iteration [1200/1952], Loss: 0.2558, Accuracy: 16.0
Epoch [17/100], Iteration [1400/1952], Loss: 0.3957, Accuracy: 15.0
Epoch [17/100], Iteration [1600/1952], Loss: 0.2134, Accuracy: 15.0
Epoch [17/100], Iteration [1800/1952], Loss: 0.3053, Accuracy: 16.0
###### Epoch [17/100], Training Loss: 0.3313, Training accuracy: 92.59, Validation Loss: 0.6269, Validation accuracy: 84.95 ######

Epoch [18/100], Iteration [200/1952], Loss: 0.3824, Accuracy: 14.0
Epoch [18/100], Iteration [400/1952], Loss: 0.0997, Accuracy: 15.0
Epoch [18/100], Iteration [600/1952], Loss: 0.6005, Accuracy: 15.0
Epoch [18/100], Iteration [800/1952], Loss: 0.1912, Accuracy: 16.0
Epoch [18/100], Iteration [1000/1952], Loss: 0.6010, Accuracy: 14.0
Epoch [18/100], Iteration [1200/1952], Loss: 0.1504, Accuracy: 16.0
Epoch [18/100], Iteration [1400/1952], Loss: 0.4556, Accuracy: 13.0
Epoch [18/100], Iteration [1600/1952], Loss: 0.2455, Accuracy: 15.0
Epoch [18/100], Iteration [1800/1952], Loss: 0.1914, Accuracy: 15.0
###### Epoch [18/100], Training Loss: 0.3276, Training accuracy: 92.6, Validation Loss: 0.6206, Validation accuracy: 85.10 ######

Epoch [19/100], Iteration [200/1952], Loss: 0.2307, Accuracy: 16.0
Epoch [19/100], Iteration [400/1952], Loss: 0.2287, Accuracy: 15.0
Epoch [19/100], Iteration [600/1952], Loss: 0.3147, Accuracy: 13.0
Epoch [19/100], Iteration [800/1952], Loss: 0.5806, Accuracy: 14.0
Epoch [19/100], Iteration [1000/1952], Loss: 0.4545, Accuracy: 15.0
Epoch [19/100], Iteration [1200/1952], Loss: 0.3112, Accuracy: 15.0
Epoch [19/100], Iteration [1400/1952], Loss: 0.3672, Accuracy: 15.0
Epoch [19/100], Iteration [1600/1952], Loss: 0.3603, Accuracy: 15.0
Epoch [19/100], Iteration [1800/1952], Loss: 0.3696, Accuracy: 15.0
###### Epoch [19/100], Training Loss: 0.3225, Training accuracy: 92.79, Validation Loss: 0.6170, Validation accuracy: 84.80 ######

Epoch [20/100], Iteration [200/1952], Loss: 0.1245, Accuracy: 16.0
Epoch [20/100], Iteration [400/1952], Loss: 0.2362, Accuracy: 15.0
Epoch [20/100], Iteration [600/1952], Loss: 0.3629, Accuracy: 15.0
Epoch [20/100], Iteration [800/1952], Loss: 0.3200, Accuracy: 16.0
Epoch [20/100], Iteration [1000/1952], Loss: 0.2896, Accuracy: 16.0
Epoch [20/100], Iteration [1200/1952], Loss: 0.2505, Accuracy: 15.0
Epoch [20/100], Iteration [1400/1952], Loss: 0.1971, Accuracy: 15.0
Epoch [20/100], Iteration [1600/1952], Loss: 0.4819, Accuracy: 14.0
Epoch [20/100], Iteration [1800/1952], Loss: 0.3475, Accuracy: 15.0
###### Epoch [20/100], Training Loss: 0.3188, Training accuracy: 92.8, Validation Loss: 0.6201, Validation accuracy: 85.44 ######

Epoch [21/100], Iteration [200/1952], Loss: 0.3159, Accuracy: 15.0
Epoch [21/100], Iteration [400/1952], Loss: 0.3719, Accuracy: 15.0
Epoch [21/100], Iteration [600/1952], Loss: 0.3961, Accuracy: 15.0
Epoch [21/100], Iteration [800/1952], Loss: 0.2404, Accuracy: 15.0
Epoch [21/100], Iteration [1000/1952], Loss: 0.4113, Accuracy: 14.0
Epoch [21/100], Iteration [1200/1952], Loss: 0.5511, Accuracy: 15.0
Epoch [21/100], Iteration [1400/1952], Loss: 0.3439, Accuracy: 15.0
Epoch [21/100], Iteration [1600/1952], Loss: 0.3969, Accuracy: 15.0
Epoch [21/100], Iteration [1800/1952], Loss: 0.3951, Accuracy: 15.0
###### Epoch [21/100], Training Loss: 0.3158, Training accuracy: 92.99, Validation Loss: 0.6131, Validation accuracy: 85.54 ######

Epoch [22/100], Iteration [200/1952], Loss: 0.2806, Accuracy: 15.0
Epoch [22/100], Iteration [400/1952], Loss: 0.2710, Accuracy: 15.0
Epoch [22/100], Iteration [600/1952], Loss: 0.3315, Accuracy: 14.0
Epoch [22/100], Iteration [800/1952], Loss: 0.2259, Accuracy: 15.0
Epoch [22/100], Iteration [1000/1952], Loss: 0.2531, Accuracy: 15.0
Epoch [22/100], Iteration [1200/1952], Loss: 0.4979, Accuracy: 13.0
Epoch [22/100], Iteration [1400/1952], Loss: 0.2347, Accuracy: 15.0
Epoch [22/100], Iteration [1600/1952], Loss: 0.2054, Accuracy: 16.0
Epoch [22/100], Iteration [1800/1952], Loss: 0.1636, Accuracy: 16.0
###### Epoch [22/100], Training Loss: 0.3119, Training accuracy: 93.07, Validation Loss: 0.6264, Validation accuracy: 85.24 ######

Epoch [23/100], Iteration [200/1952], Loss: 0.3421, Accuracy: 14.0
Epoch [23/100], Iteration [400/1952], Loss: 0.1848, Accuracy: 15.0
Epoch [23/100], Iteration [600/1952], Loss: 0.1423, Accuracy: 16.0
Epoch [23/100], Iteration [800/1952], Loss: 0.2075, Accuracy: 15.0
Epoch [23/100], Iteration [1000/1952], Loss: 0.3247, Accuracy: 15.0
Epoch [23/100], Iteration [1200/1952], Loss: 0.2378, Accuracy: 15.0
Epoch [23/100], Iteration [1400/1952], Loss: 0.5207, Accuracy: 11.0
Epoch [23/100], Iteration [1600/1952], Loss: 0.2047, Accuracy: 16.0
Epoch [23/100], Iteration [1800/1952], Loss: 0.8832, Accuracy: 13.0
###### Epoch [23/100], Training Loss: 0.3101, Training accuracy: 93.12, Validation Loss: 0.6098, Validation accuracy: 86.28 ######

Epoch [24/100], Iteration [200/1952], Loss: 0.2086, Accuracy: 15.0
Epoch [24/100], Iteration [400/1952], Loss: 0.2422, Accuracy: 15.0
Epoch [24/100], Iteration [600/1952], Loss: 0.3368, Accuracy: 16.0
Epoch [24/100], Iteration [800/1952], Loss: 0.3127, Accuracy: 15.0
Epoch [24/100], Iteration [1000/1952], Loss: 0.2065, Accuracy: 16.0
Epoch [24/100], Iteration [1200/1952], Loss: 0.2304, Accuracy: 16.0
Epoch [24/100], Iteration [1400/1952], Loss: 0.2033, Accuracy: 15.0
Epoch [24/100], Iteration [1600/1952], Loss: 0.0995, Accuracy: 16.0
Epoch [24/100], Iteration [1800/1952], Loss: 0.1448, Accuracy: 16.0
###### Epoch [24/100], Training Loss: 0.3079, Training accuracy: 93.22, Validation Loss: 0.6120, Validation accuracy: 85.29 ######

Epoch [25/100], Iteration [200/1952], Loss: 0.2150, Accuracy: 15.0
Epoch [25/100], Iteration [400/1952], Loss: 0.3993, Accuracy: 14.0
Epoch [25/100], Iteration [600/1952], Loss: 0.4432, Accuracy: 14.0
Epoch [25/100], Iteration [800/1952], Loss: 0.2929, Accuracy: 15.0
Epoch [25/100], Iteration [1000/1952], Loss: 0.6003, Accuracy: 14.0
Epoch [25/100], Iteration [1200/1952], Loss: 0.1870, Accuracy: 16.0
Epoch [25/100], Iteration [1400/1952], Loss: 0.2297, Accuracy: 16.0
Epoch [25/100], Iteration [1600/1952], Loss: 0.4323, Accuracy: 14.0
Epoch [25/100], Iteration [1800/1952], Loss: 0.1710, Accuracy: 16.0
###### Epoch [25/100], Training Loss: 0.3060, Training accuracy: 93.11, Validation Loss: 0.6084, Validation accuracy: 85.69 ######

Epoch [26/100], Iteration [200/1952], Loss: 0.1486, Accuracy: 16.0
Epoch [26/100], Iteration [400/1952], Loss: 0.0833, Accuracy: 16.0
Epoch [26/100], Iteration [600/1952], Loss: 0.4688, Accuracy: 14.0
Epoch [26/100], Iteration [800/1952], Loss: 0.0710, Accuracy: 16.0
Epoch [26/100], Iteration [1000/1952], Loss: 0.3235, Accuracy: 14.0
Epoch [26/100], Iteration [1200/1952], Loss: 0.4788, Accuracy: 13.0
Epoch [26/100], Iteration [1400/1952], Loss: 0.1039, Accuracy: 16.0
Epoch [26/100], Iteration [1600/1952], Loss: 0.5226, Accuracy: 13.0
Epoch [26/100], Iteration [1800/1952], Loss: 0.5198, Accuracy: 14.0
###### Epoch [26/100], Training Loss: 0.3036, Training accuracy: 93.41, Validation Loss: 0.6185, Validation accuracy: 84.85 ######

Epoch [27/100], Iteration [200/1952], Loss: 0.2040, Accuracy: 16.0
Epoch [27/100], Iteration [400/1952], Loss: 0.2177, Accuracy: 15.0
Epoch [27/100], Iteration [600/1952], Loss: 0.5833, Accuracy: 15.0
Epoch [27/100], Iteration [800/1952], Loss: 0.2432, Accuracy: 15.0
Epoch [27/100], Iteration [1000/1952], Loss: 0.2900, Accuracy: 14.0
Epoch [27/100], Iteration [1200/1952], Loss: 0.6255, Accuracy: 13.0
Epoch [27/100], Iteration [1400/1952], Loss: 0.3035, Accuracy: 15.0
Epoch [27/100], Iteration [1600/1952], Loss: 0.3524, Accuracy: 15.0
Epoch [27/100], Iteration [1800/1952], Loss: 0.3225, Accuracy: 16.0
###### Epoch [27/100], Training Loss: 0.3004, Training accuracy: 93.47, Validation Loss: 0.6207, Validation accuracy: 85.05 ######

Epoch [28/100], Iteration [200/1952], Loss: 0.4177, Accuracy: 13.0
Epoch [28/100], Iteration [400/1952], Loss: 0.1787, Accuracy: 15.0
Epoch [28/100], Iteration [600/1952], Loss: 0.1676, Accuracy: 16.0
Epoch [28/100], Iteration [800/1952], Loss: 0.4006, Accuracy: 14.0
Epoch [28/100], Iteration [1000/1952], Loss: 0.6596, Accuracy: 15.0
Epoch [28/100], Iteration [1200/1952], Loss: 0.1067, Accuracy: 16.0
Epoch [28/100], Iteration [1400/1952], Loss: 0.1635, Accuracy: 15.0
Epoch [28/100], Iteration [1600/1952], Loss: 0.0983, Accuracy: 16.0
Epoch [28/100], Iteration [1800/1952], Loss: 0.2416, Accuracy: 15.0
###### Epoch [28/100], Training Loss: 0.2999, Training accuracy: 93.55, Validation Loss: 0.6187, Validation accuracy: 85.29 ######

Epoch [29/100], Iteration [200/1952], Loss: 0.3142, Accuracy: 15.0
Epoch [29/100], Iteration [400/1952], Loss: 0.1420, Accuracy: 16.0
Epoch [29/100], Iteration [600/1952], Loss: 0.2508, Accuracy: 16.0
Epoch [29/100], Iteration [800/1952], Loss: 0.2137, Accuracy: 15.0
Epoch [29/100], Iteration [1000/1952], Loss: 0.0565, Accuracy: 16.0
Epoch [29/100], Iteration [1200/1952], Loss: 0.6685, Accuracy: 13.0
Epoch [29/100], Iteration [1400/1952], Loss: 0.4264, Accuracy: 13.0
Epoch [29/100], Iteration [1600/1952], Loss: 0.4467, Accuracy: 13.0
Epoch [29/100], Iteration [1800/1952], Loss: 0.5637, Accuracy: 15.0
###### Epoch [29/100], Training Loss: 0.2981, Training accuracy: 93.49, Validation Loss: 0.6049, Validation accuracy: 86.37 ######

Epoch [30/100], Iteration [200/1952], Loss: 0.1491, Accuracy: 16.0
Epoch [30/100], Iteration [400/1952], Loss: 0.4194, Accuracy: 14.0
Epoch [30/100], Iteration [600/1952], Loss: 0.0619, Accuracy: 16.0
Epoch [30/100], Iteration [800/1952], Loss: 0.3357, Accuracy: 16.0
Epoch [30/100], Iteration [1000/1952], Loss: 0.3423, Accuracy: 15.0
Epoch [30/100], Iteration [1200/1952], Loss: 0.2605, Accuracy: 15.0
Epoch [30/100], Iteration [1400/1952], Loss: 0.4851, Accuracy: 14.0
Epoch [30/100], Iteration [1600/1952], Loss: 0.2619, Accuracy: 15.0
Epoch [30/100], Iteration [1800/1952], Loss: 0.1846, Accuracy: 16.0
###### Epoch [30/100], Training Loss: 0.2976, Training accuracy: 93.51, Validation Loss: 0.6104, Validation accuracy: 85.69 ######

Epoch [31/100], Iteration [200/1952], Loss: 0.2513, Accuracy: 15.0
Epoch [31/100], Iteration [400/1952], Loss: 0.2947, Accuracy: 15.0
Epoch [31/100], Iteration [600/1952], Loss: 0.1506, Accuracy: 16.0
Epoch [31/100], Iteration [800/1952], Loss: 0.2039, Accuracy: 16.0
Epoch [31/100], Iteration [1000/1952], Loss: 0.3174, Accuracy: 15.0
Epoch [31/100], Iteration [1200/1952], Loss: 0.5995, Accuracy: 13.0
Epoch [31/100], Iteration [1400/1952], Loss: 0.3429, Accuracy: 15.0
Epoch [31/100], Iteration [1600/1952], Loss: 0.1583, Accuracy: 16.0
Epoch [31/100], Iteration [1800/1952], Loss: 0.1656, Accuracy: 16.0
###### Epoch [31/100], Training Loss: 0.2949, Training accuracy: 93.54, Validation Loss: 0.6051, Validation accuracy: 85.74 ######

Epoch [32/100], Iteration [200/1952], Loss: 0.1444, Accuracy: 16.0
Epoch [32/100], Iteration [400/1952], Loss: 0.2068, Accuracy: 15.0
Epoch [32/100], Iteration [600/1952], Loss: 0.1113, Accuracy: 16.0
Epoch [32/100], Iteration [800/1952], Loss: 0.0638, Accuracy: 16.0
Epoch [32/100], Iteration [1000/1952], Loss: 0.6156, Accuracy: 15.0
Epoch [32/100], Iteration [1200/1952], Loss: 0.2774, Accuracy: 15.0
Epoch [32/100], Iteration [1400/1952], Loss: 0.2340, Accuracy: 15.0
Epoch [32/100], Iteration [1600/1952], Loss: 0.2528, Accuracy: 16.0
Epoch [32/100], Iteration [1800/1952], Loss: 0.3541, Accuracy: 15.0
###### Epoch [32/100], Training Loss: 0.2940, Training accuracy: 93.65, Validation Loss: 0.6093, Validation accuracy: 85.69 ######

Epoch [33/100], Iteration [200/1952], Loss: 0.0865, Accuracy: 16.0
Epoch [33/100], Iteration [400/1952], Loss: 0.1514, Accuracy: 15.0
Epoch [33/100], Iteration [600/1952], Loss: 0.2555, Accuracy: 16.0
Epoch [33/100], Iteration [800/1952], Loss: 0.2325, Accuracy: 15.0
